Order_ID,Order_Date,Shipment_Date,Origin_Country,Destination_Country,Product_Category,Units_Sold,Unit_Price,Revenue,Shipping_Cost,Custom_Duty,Profit,Delivery_Days,Export_Mode,Customer_Type,Year,Month,Quarter
ORD00180,2024-02-17,2024-02-25,China,Germany,Home,53,158.06,8377.18,789.74,341.64,2783.17,8,Road,Distributor,2024,Feb,Q1
ORD00181,2024-09-08,2024-09-13,India,Singapore,Home,965,289.77,279628.05,15224.61,7425.13,82974.92,5,Sea,B2B,2024,Sep,Q3
ORD00182,2022-04-14,2022-04-26,USA,UK,Fashion,63,68.1,4290.3,256.24,207.41,1233.77,12,Sea,B2B,2022,Apr,Q2
ORD00183,2022-11-20,2022-11-28,USA,Japan,Beauty,676,115.74,78240.24,9134.73,3072.5,19576.35,8,Air,Distributor,2022,Nov,Q4
ORD00184,2023-04-21,2023-05-01,USA,India,Fashion,437,443.48,193800.76,8880.14,14569.57,34854.95,10,Rail,Retail,2023,Apr,Q2
ORD00185,2023-01-17,2023-01-30,China,India,Electronics,315,292.62,92175.3,3655.4,7279.97,36500.94,13,Rail,B2B,2023,Jan,Q1
ORD00186,2024-10-29,2024-11-07,China,UK,Electronics,348,98.0,34104.0,2431.69,1208.51,14917.16,9,Road,Retail,2024,Oct,Q4
ORD00187,2023-01-31,2023-02-04,USA,Australia,Beauty,537,177.4,95263.8,6294.55,2450.48,20357.53,4,Rail,Retail,2023,Jan,Q1
ORD00188,2023-05-24,2023-05-26,China,Australia,Fashion,467,381.8,178300.6,20658.47,6796.24,40858.53,2,Air,Retail,2023,May,Q2
ORD00189,2024-01-07,2024-01-20,India,China,Electronics,486,167.27,81293.22,5404.98,4076.95,17463.89,13,Road,Distributor,2024,Jan,Q1
ORD00190,2022-08-29,2022-09-10,China,UAE,Sports,236,125.18,29542.48,1241.41,862.38,8994.72,12,Road,Retail,2022,Aug,Q3
ORD00191,2024-08-22,2024-09-05,USA,UK,Fashion,706,382.27,269882.62,29304.44,6723.37,89730.91,14,Road,B2B,2024,Aug,Q3
ORD00192,2022-08-18,2022-08-20,USA,Singapore,Fashion,596,277.6,165449.6,7413.52,11791.45,58134.09,2,Sea,Distributor,2022,Aug,Q3
ORD00193,2024-09-28,2024-10-01,USA,Japan,Electronics,474,83.33,39498.42,2661.73,2126.38,12289.46,3,Road,Distributor,2024,Sep,Q3
ORD00194,2022-02-14,2022-02-22,China,India,Fashion,602,55.05,33140.1,2257.93,2055.45,10190.42,8,Air,B2B,2022,Feb,Q1
ORD00195,2024-08-24,2024-08-26,China,Australia,Fashion,797,85.01,67752.97,5944.46,4319.75,10797.83,2,Road,Retail,2024,Aug,Q3
ORD00196,2024-07-07,2024-07-22,China,Australia,Electronics,709,482.79,342298.11,37211.17,9577.29,70248.06,15,Air,B2B,2024,Jul,Q3
ORD00197,2024-03-15,2024-03-25,India,UK,Electronics,784,30.91,24233.44,1377.74,1463.94,7740.25,10,Rail,B2B,2024,Mar,Q1
ORD00198,2023-05-22,2023-05-31,China,Germany,Home,203,469.96,95401.88,9087.23,2553.97,22432.21,9,Rail,Distributor,2023,May,Q2
ORD00199,2022-02-02,2022-02-07,India,USA,Electronics,618,36.12,22322.16,1870.61,1388.38,9808.34,5,Air,Retail,2022,Feb,Q1
ORD00200,2024-06-17,2024-06-22,USA,UK,Electronics,153,261.87,40066.11,2245.05,2762.45,10239.45,5,Road,Distributor,2024,Jun,Q2
ORD00201,2023-10-19,2023-10-24,China,Germany,Sports,236,218.51,51568.36,2824.08,2753.91,16209.64,5,Sea,Distributor,2023,Oct,Q4
ORD00202,2024-05-24,2024-06-03,China,India,Home,974,328.79,320241.46,20592.78,16482.12,88173.93,10,Rail,B2B,2024,May,Q2
ORD00203,2023-09-07,2023-09-15,India,Singapore,Beauty,256,427.68,109486.08,6247.96,6837.91,26139.4,8,Air,Distributor,2023,Sep,Q3
ORD00204,2024-04-25,2024-05-03,USA,Singapore,Fashion,407,136.57,55583.99,2684.72,3268.47,12018.9,8,Road,B2B,2024,Apr,Q2
ORD00205,2023-01-26,2023-01-28,China,Australia,Sports,627,38.98,24440.46,893.31,1668.77,7793.95,2,Sea,Retail,2023,Jan,Q1
ORD00206,2023-03-04,2023-03-19,China,Canada,Electronics,226,469.84,106183.84,12379.65,2871.1,16618.04,15,Rail,B2B,2023,Mar,Q1
ORD00207,2023-02-23,2023-03-03,India,Singapore,Home,804,155.87,125319.48,9018.31,7384.23,47193.75,8,Road,Distributor,2023,Feb,Q1
ORD00208,2024-10-15,2024-10-24,India,Japan,Home,946,117.5,111155.0,6465.11,2527.99,28885.69,9,Sea,B2B,2024,Oct,Q4
ORD00209,2023-06-19,2023-06-29,USA,Australia,Home,166,114.17,18952.22,960.91,1026.97,7986.31,10,Road,Retail,2023,Jun,Q2
ORD00210,2024-09-27,2024-10-10,USA,Japan,Beauty,182,371.73,67654.86,4174.02,1921.23,23404.71,13,Sea,Distributor,2024,Sep,Q3
ORD00211,2022-05-01,2022-05-11,India,USA,Electronics,792,23.06,18263.52,773.9,1056.4,8755.41,10,Sea,B2B,2022,May,Q2
ORD00212,2023-03-24,2023-04-03,China,UAE,Electronics,642,326.11,209362.62,23878.09,15653.01,44677.62,10,Air,B2B,2023,Mar,Q1
ORD00213,2024-12-25,2025-01-04,China,India,Electronics,552,366.65,202390.8,15830.29,7529.2,67581.82,10,Rail,B2B,2024,Dec,Q4
ORD00214,2022-08-08,2022-08-11,USA,Germany,Fashion,206,317.49,65402.94,3447.89,2698.95,17497.57,3,Air,Retail,2022,Aug,Q3
ORD00215,2024-04-11,2024-04-20,USA,UK,Fashion,317,348.34,110423.78,11738.94,6539.75,19545.24,9,Air,B2B,2024,Apr,Q2
ORD00216,2024-04-10,2024-04-18,China,Singapore,Beauty,67,325.64,21817.88,2034.65,544.6,4978.49,8,Road,Distributor,2024,Apr,Q2
ORD00217,2022-07-15,2022-07-25,India,UK,Fashion,932,436.7,407004.4,44721.6,19751.93,174043.83,10,Air,Distributor,2022,Jul,Q3
ORD00218,2023-07-29,2023-08-08,USA,India,Fashion,961,428.21,411509.81,12925.21,13345.05,202834.75,10,Rail,B2B,2023,Jul,Q3
ORD00219,2023-09-05,2023-09-09,USA,UK,Sports,864,427.73,369558.72,33605.14,19377.35,126196.63,4,Sea,Distributor,2023,Sep,Q3
ORD00220,2022-06-10,2022-06-20,USA,UAE,Electronics,110,229.8,25278.0,2666.34,1022.13,5646.65,10,Rail,Retail,2022,Jun,Q2
ORD00221,2022-03-02,2022-03-14,China,Japan,Beauty,243,190.79,46361.97,5317.85,2128.52,10917.21,12,Rail,B2B,2022,Mar,Q1
ORD00222,2023-08-28,2023-09-11,India,USA,Electronics,284,94.03,26704.52,2511.59,1549.77,6035.71,14,Road,Retail,2023,Aug,Q3
ORD00223,2022-08-07,2022-08-10,India,Canada,Beauty,378,385.45,145700.1,5711.56,3677.15,59193.22,3,Rail,B2B,2022,Aug,Q3
ORD00224,2022-02-23,2022-02-26,China,Singapore,Electronics,621,307.06,190684.26,11288.27,8221.21,78205.87,3,Rail,B2B,2022,Feb,Q1
ORD00225,2023-05-13,2023-05-24,USA,Germany,Beauty,183,86.64,15855.12,905.36,786.21,7520.57,11,Rail,Retail,2023,May,Q2
ORD00226,2024-05-12,2024-05-18,China,USA,Home,267,473.23,126352.41,11988.44,6285.8,34161.93,6,Rail,B2B,2024,May,Q2
ORD00227,2022-10-05,2022-10-11,India,Australia,Home,871,317.69,276707.99,28325.73,11005.37,98906.44,6,Sea,Retail,2022,Oct,Q4
ORD00228,2023-10-19,2023-10-30,USA,UK,Beauty,331,105.27,34844.37,2294.21,1364.1,9566.44,11,Rail,Distributor,2023,Oct,Q4
ORD00229,2023-05-12,2023-05-19,China,Canada,Beauty,383,74.67,28598.61,2309.24,1588.18,8580.48,7,Air,Distributor,2023,May,Q2
ORD00230,2024-08-03,2024-08-16,India,Japan,Home,861,352.56,303554.16,31480.66,20562.58,92830.27,13,Rail,B2B,2024,Aug,Q3
ORD00231,2023-09-13,2023-09-18,China,Germany,Beauty,818,200.96,164385.28,11575.35,9185.2,49156.91,5,Rail,Distributor,2023,Sep,Q3
ORD00232,2022-03-17,2022-03-31,China,Singapore,Sports,663,458.91,304257.33,12122.6,10616.71,99143.69,14,Sea,Distributor,2022,Mar,Q1
ORD00233,2022-04-01,2022-04-12,USA,Australia,Home,998,402.19,401385.62,15868.78,10402.47,187827.71,11,Sea,Retail,2022,Apr,Q2
ORD00234,2024-02-06,2024-02-14,China,Singapore,Fashion,363,498.9,181100.7,13301.74,6832.19,38512.95,8,Air,B2B,2024,Feb,Q1
ORD00235,2022-10-18,2022-10-25,China,UAE,Beauty,813,119.3,96990.9,7125.28,4710.82,33609.01,7,Rail,Retail,2022,Oct,Q4
ORD00236,2022-05-18,2022-05-24,India,USA,Electronics,879,184.68,162333.72,6467.8,11039.18,34605.92,6,Sea,Distributor,2022,May,Q2
ORD00237,2022-12-24,2023-01-03,India,UAE,Sports,446,480.06,214106.76,10890.97,9485.54,96239.83,10,Rail,Retail,2022,Dec,Q4
ORD00238,2022-03-01,2022-03-14,USA,UK,Beauty,616,226.19,139333.04,4235.79,4582.35,63146.89,13,Air,Distributor,2022,Mar,Q1
ORD00239,2022-07-28,2022-08-11,USA,Germany,Home,343,114.6,39307.8,1582.37,2367.98,13862.17,14,Road,Distributor,2022,Jul,Q3
ORD00240,2024-03-06,2024-03-17,China,USA,Home,370,425.85,157564.5,13481.63,10844.27,36841.19,11,Road,Distributor,2024,Mar,Q1
ORD00241,2022-06-23,2022-07-05,India,UAE,Electronics,254,166.58,42311.32,1966.38,2606.64,14329.67,12,Rail,Distributor,2022,Jun,Q2
ORD00242,2022-10-10,2022-10-21,China,Australia,Fashion,508,325.04,165120.32,15258.6,9695.14,24587.33,11,Sea,Retail,2022,Oct,Q4
ORD00243,2023-08-15,2023-08-19,India,UAE,Beauty,644,45.73,29450.12,1835.14,605.94,14022.7,4,Rail,Distributor,2023,Aug,Q3
ORD00244,2024-11-01,2024-11-13,China,Australia,Beauty,435,360.87,156978.45,10980.12,4714.88,51865.49,12,Sea,Retail,2024,Nov,Q4
ORD00245,2022-03-08,2022-03-14,India,Singapore,Home,182,394.76,71846.32,5812.98,4767.21,21851.67,6,Air,Distributor,2022,Mar,Q1
ORD00246,2022-08-22,2022-08-28,USA,UAE,Sports,852,383.26,326537.52,32131.41,15178.12,127204.34,6,Rail,B2B,2022,Aug,Q3
ORD00247,2023-05-22,2023-05-28,India,Japan,Home,366,433.86,158792.76,6006.89,11419.97,72256.78,6,Sea,B2B,2023,May,Q2
ORD00248,2023-12-20,2024-01-04,USA,Australia,Fashion,640,86.83,55571.2,2700.53,1801.43,27851.18,15,Road,Distributor,2023,Dec,Q4
ORD00249,2023-07-30,2023-08-10,USA,Germany,Home,730,160.46,117135.8,9551.98,9036.31,33616.27,11,Air,B2B,2023,Jul,Q3
ORD00250,2024-04-22,2024-04-24,China,Germany,Fashion,265,90.2,23903.0,1410.01,833.1,6049.64,2,Rail,Retail,2024,Apr,Q2
ORD00251,2022-10-19,2022-10-30,USA,Canada,Beauty,394,236.96,93362.24,8124.99,6797.47,38487.42,11,Road,Distributor,2022,Oct,Q4
ORD00252,2024-01-26,2024-02-04,China,UAE,Sports,12,437.08,5244.96,557.25,134.21,925.85,9,Road,B2B,2024,Jan,Q1
ORD00253,2024-12-30,2025-01-07,India,Australia,Fashion,516,148.9,76832.4,8032.9,3093.68,21651.65,8,Rail,Retail,2024,Dec,Q4
ORD00254,2022-04-10,2022-04-12,India,Japan,Electronics,137,466.13,63859.81,2823.79,3026.39,13464.13,2,Rail,B2B,2022,Apr,Q2
ORD00255,2022-09-28,2022-10-10,China,Germany,Home,105,334.2,35091.0,1843.51,1484.72,8211.79,12,Sea,B2B,2022,Sep,Q3
ORD00256,2024-03-22,2024-04-03,China,UK,Beauty,681,63.78,43434.18,1675.11,1424.87,21944.97,12,Sea,Distributor,2024,Mar,Q1
ORD00257,2024-06-30,2024-07-02,India,UAE,Electronics,890,222.71,198211.9,8304.24,4806.58,83037.61,2,Air,B2B,2024,Jun,Q2
ORD00258,2023-10-04,2023-10-11,China,Germany,Beauty,802,410.42,329156.84,35780.91,19253.89,75594.01,7,Air,Distributor,2023,Oct,Q4
ORD00259,2022-01-18,2022-01-29,USA,Germany,Beauty,369,366.77,135338.13,11710.43,3935.96,48840.47,11,Rail,B2B,2022,Jan,Q1
ORD00260,2022-06-27,2022-06-30,India,USA,Sports,757,204.34,154685.38,18050.61,6012.65,62259.06,3,Road,Distributor,2022,Jun,Q2
ORD00261,2022-06-22,2022-06-27,USA,Canada,Electronics,878,426.59,374546.02,40759.76,12107.85,103663.39,5,Sea,Distributor,2022,Jun,Q2
ORD00262,2024-03-13,2024-03-19,USA,India,Fashion,516,205.23,105898.68,5474.68,6172.3,49636.2,6,Air,Retail,2024,Mar,Q1
ORD00263,2023-10-11,2023-10-15,China,Australia,Home,569,347.81,197903.89,19522.3,15291.48,38190.96,4,Air,Distributor,2023,Oct,Q4
ORD00264,2022-05-19,2022-05-21,China,UK,Electronics,954,49.03,46774.62,4725.93,2357.28,12161.22,2,Rail,Retail,2022,May,Q2
ORD00265,2024-04-03,2024-04-06,USA,Singapore,Sports,640,93.29,59705.6,2240.38,1477.19,15610.48,3,Sea,Distributor,2024,Apr,Q2
ORD00266,2023-11-01,2023-11-09,USA,China,Home,725,229.99,166742.75,19310.23,5722.32,62783.53,8,Rail,B2B,2023,Nov,Q4
ORD00267,2024-07-17,2024-07-28,USA,India,Home,692,376.01,260198.92,25150.63,7068.71,68641.52,11,Air,B2B,2024,Jul,Q3
ORD00268,2024-10-13,2024-10-20,USA,Singapore,Home,180,198.5,35730.0,3482.96,2587.12,7511.58,7,Air,B2B,2024,Oct,Q4
ORD00269,2023-11-18,2023-12-02,China,Canada,Sports,75,146.22,10966.5,1291.36,632.24,3024.0,14,Road,B2B,2023,Nov,Q4
ORD00270,2024-10-20,2024-11-04,USA,Germany,Home,171,142.46,24360.66,956.43,1326.07,7051.69,15,Sea,Distributor,2024,Oct,Q4
ORD00271,2024-11-08,2024-11-10,India,China,Fashion,57,246.45,14047.65,905.63,407.45,3191.33,2,Air,Distributor,2024,Nov,Q4
ORD00272,2024-05-08,2024-05-13,China,UK,Beauty,947,365.74,346355.78,18846.33,8545.71,141684.15,5,Air,B2B,2024,May,Q2
ORD00273,2023-04-03,2023-04-17,USA,India,Beauty,80,440.96,35276.8,3807.88,2342.79,11727.28,14,Air,Distributor,2023,Apr,Q2
ORD00274,2024-07-24,2024-07-26,China,UK,Home,587,396.56,232780.72,22477.73,8043.75,83428.85,2,Rail,B2B,2024,Jul,Q3
ORD00275,2023-05-18,2023-05-22,India,Australia,Electronics,248,279.94,69425.12,6056.28,4277.12,31121.84,4,Road,B2B,2023,May,Q2
ORD00276,2024-02-10,2024-02-25,USA,Canada,Electronics,220,274.31,60348.2,3104.01,2988.55,29031.99,15,Sea,Distributor,2024,Feb,Q1
ORD00277,2023-07-28,2023-07-31,India,UK,Sports,432,356.41,153969.12,9780.78,12082.46,66596.53,3,Air,Distributor,2023,Jul,Q3
ORD00278,2022-10-01,2022-10-13,China,USA,Sports,591,49.9,29490.9,2642.97,821.1,11649.93,12,Road,Retail,2022,Oct,Q4
ORD00279,2023-10-31,2023-11-07,China,Canada,Fashion,86,472.91,40670.26,1718.32,2692.73,18661.52,7,Air,B2B,2023,Oct,Q4
ORD00280,2024-07-09,2024-07-18,China,Australia,Electronics,558,191.98,107124.84,10640.74,5047.19,33696.2,9,Air,B2B,2024,Jul,Q3
ORD00281,2022-11-19,2022-12-03,USA,Canada,Sports,51,123.21,6283.71,672.93,181.6,1575.08,14,Road,Retail,2022,Nov,Q4
ORD00282,2024-11-17,2024-11-19,USA,Canada,Home,849,495.52,420696.48,13797.75,18621.51,162926.8,2,Sea,B2B,2024,Nov,Q4
ORD00283,2024-08-04,2024-08-07,India,USA,Electronics,73,418.58,30556.34,3618.82,850.78,6313.67,3,Road,Distributor,2024,Aug,Q3
ORD00284,2022-06-22,2022-07-03,USA,Canada,Electronics,32,498.64,15956.48,762.68,937.59,3999.55,11,Air,Retail,2022,Jun,Q2
ORD00285,2022-09-08,2022-09-10,China,India,Fashion,956,295.46,282459.76,29362.17,12343.47,125271.95,2,Rail,B2B,2022,Sep,Q3
ORD00286,2023-12-26,2023-12-31,India,Canada,Home,466,444.04,206922.64,6852.96,11825.75,90217.34,5,Road,Retail,2023,Dec,Q4
ORD00287,2024-04-23,2024-05-03,China,India,Electronics,296,203.85,60339.6,4086.87,3533.44,14152.67,10,Sea,Distributor,2024,Apr,Q2
ORD00288,2022-02-09,2022-02-17,USA,UAE,Beauty,567,395.09,224016.03,13656.71,12083.22,87056.32,8,Road,B2B,2022,Feb,Q1
ORD00289,2022-02-23,2022-03-02,USA,UK,Electronics,927,409.13,379263.51,20967.18,25986.84,126936.28,7,Road,Distributor,2022,Feb,Q1
ORD00290,2023-04-22,2023-04-26,India,UK,Fashion,282,276.17,77879.94,7882.33,5001.73,15992.66,4,Sea,Distributor,2023,Apr,Q2
ORD00291,2024-03-06,2024-03-13,India,Germany,Fashion,616,172.64,106346.24,10254.91,4416.24,30263.46,7,Road,Distributor,2024,Mar,Q1
ORD00292,2022-10-19,2022-10-30,India,Japan,Sports,326,104.27,33992.02,1135.9,794.4,12329.39,11,Air,Distributor,2022,Oct,Q4
ORD00293,2024-09-05,2024-09-07,China,UK,Fashion,358,364.13,130358.54,14690.14,9210.75,41659.46,2,Air,B2B,2024,Sep,Q3
ORD00294,2022-10-18,2022-11-01,India,Singapore,Home,993,54.82,54436.26,5084.81,3251.39,14755.39,14,Road,Retail,2022,Oct,Q4
ORD00295,2023-10-23,2023-10-27,India,Australia,Beauty,674,172.3,116130.2,10875.18,6238.36,21571.74,4,Road,B2B,2023,Oct,Q4
ORD00296,2022-12-26,2023-01-03,China,Canada,Fashion,191,369.84,70639.44,8151.15,5433.72,20500.04,8,Air,B2B,2022,Dec,Q4
ORD00297,2023-10-14,2023-10-28,USA,UK,Sports,116,469.61,54474.76,2323.78,3525.64,22946.0,14,Road,B2B,2023,Oct,Q4
ORD00298,2022-07-01,2022-07-16,USA,UAE,Beauty,21,147.3,3093.3,162.27,74.45,1381.08,15,Air,Distributor,2022,Jul,Q3
ORD00299,2022-01-03,2022-01-05,China,Japan,Beauty,180,444.58,80024.4,5952.01,3418.86,25535.2,2,Air,Retail,2022,Jan,Q1
ORD00300,2023-04-07,2023-04-11,China,USA,Electronics,311,29.64,9218.04,493.18,242.28,3850.12,4,Rail,B2B,2023,Apr,Q2
ORD00301,2022-06-03,2022-06-13,India,UAE,Sports,638,448.75,286302.5,26742.2,13135.39,75762.69,10,Rail,B2B,2022,Jun,Q2
ORD00302,2022-04-20,2022-04-23,China,UK,Fashion,429,354.65,152144.85,14451.24,9706.6,55021.47,3,Road,Retail,2022,Apr,Q2
ORD00303,2023-05-02,2023-05-05,India,Australia,Sports,572,423.13,242030.36,10606.52,10080.5,93483.11,3,Road,Distributor,2023,May,Q2
ORD00304,2024-09-10,2024-09-15,India,China,Fashion,184,326.33,60044.72,7081.39,2907.02,23957.71,5,Rail,Retail,2024,Sep,Q3
ORD00305,2024-09-28,2024-10-10,China,USA,Sports,406,108.74,44148.44,4842.83,1861.48,13880.67,12,Road,Retail,2024,Sep,Q3
ORD00306,2024-08-10,2024-08-16,India,Canada,Sports,73,92.54,6755.42,626.11,174.3,1898.77,6,Rail,Distributor,2024,Aug,Q3
ORD00307,2023-04-11,2023-04-21,India,Australia,Sports,438,483.5,211773.0,19448.41,16133.22,55096.54,10,Sea,Retail,2023,Apr,Q2
ORD00308,2023-09-05,2023-09-08,China,India,Sports,594,452.22,268618.68,27409.99,16292.29,67483.84,3,Air,Retail,2023,Sep,Q3
ORD00309,2022-12-21,2022-12-25,India,UK,Fashion,53,223.22,11830.66,1407.2,545.67,1606.02,4,Sea,Distributor,2022,Dec,Q4
ORD00310,2023-06-13,2023-06-20,USA,China,Electronics,407,287.05,116829.35,9309.53,8341.32,34232.31,7,Air,Distributor,2023,Jun,Q2
ORD00311,2024-12-06,2024-12-20,China,USA,Beauty,163,91.14,14855.82,1231.76,973.1,2520.85,14,Air,Distributor,2024,Dec,Q4
ORD00312,2022-07-26,2022-08-09,China,Singapore,Home,908,217.23,197244.84,12717.15,9691.64,59903.72,14,Air,B2B,2022,Jul,Q3
ORD00313,2023-07-19,2023-07-27,India,Australia,Electronics,415,447.0,185505.0,11099.59,6354.43,52346.88,8,Road,Retail,2023,Jul,Q3
ORD00314,2022-02-11,2022-02-18,China,Canada,Home,873,255.98,223470.54,20705.99,5786.33,49337.94,7,Sea,Retail,2022,Feb,Q1
ORD00315,2024-06-26,2024-07-10,China,Canada,Beauty,629,329.87,207488.23,9734.15,6781.43,56688.17,14,Rail,Distributor,2024,Jun,Q2
ORD00316,2024-02-05,2024-02-20,India,Singapore,Fashion,77,169.34,13039.18,985.91,366.91,3140.63,15,Air,B2B,2024,Feb,Q1
ORD00317,2023-01-30,2023-02-14,India,China,Fashion,43,239.1,10281.3,1157.91,640.3,3525.52,15,Rail,Distributor,2023,Jan,Q1
ORD00318,2024-03-23,2024-04-04,India,China,Fashion,391,254.62,99556.42,6983.81,7728.69,30847.04,12,Road,Retail,2024,Mar,Q1
ORD00319,2022-12-01,2022-12-16,China,USA,Home,38,205.55,7810.9,348.85,424.41,1652.22,15,Sea,Distributor,2022,Dec,Q4
ORD00320,2023-04-07,2023-04-19,India,Canada,Beauty,535,29.63,15852.05,1588.81,1047.1,6833.0,12,Sea,Distributor,2023,Apr,Q2
ORD00321,2022-12-21,2023-01-01,India,UK,Home,632,406.44,256870.08,14767.81,20041.38,69782.63,11,Rail,Retail,2022,Dec,Q4
ORD00322,2023-12-16,2023-12-25,China,UK,Beauty,319,345.05,110070.95,11468.07,4824.32,46371.7,9,Road,Distributor,2023,Dec,Q4
ORD00323,2023-08-02,2023-08-08,USA,China,Beauty,75,181.42,13606.5,746.77,537.57,5749.33,6,Road,B2B,2023,Aug,Q3
ORD00324,2022-11-04,2022-11-14,India,China,Sports,423,337.05,142572.15,13012.28,9021.54,35476.91,10,Road,Retail,2022,Nov,Q4
ORD00325,2024-05-07,2024-05-15,China,India,Sports,735,497.48,365647.8,37823.09,14841.65,88471.37,8,Rail,Distributor,2024,May,Q2
ORD00326,2024-01-05,2024-01-15,China,Germany,Sports,195,161.02,31398.9,2272.35,2023.82,7712.15,10,Sea,Distributor,2024,Jan,Q1
ORD00327,2023-11-19,2023-12-01,India,UK,Home,238,377.22,89778.36,5174.62,6040.78,33728.08,12,Road,Distributor,2023,Nov,Q4
ORD00328,2023-08-26,2023-09-04,India,Japan,Electronics,897,324.51,291085.47,23935.43,16661.52,92817.45,9,Sea,Distributor,2023,Aug,Q3
ORD00329,2022-09-03,2022-09-18,USA,Australia,Sports,315,218.29,68761.35,7452.11,1997.29,11336.86,15,Road,Retail,2022,Sep,Q3
ORD00330,2024-07-26,2024-07-30,China,Germany,Electronics,509,179.66,91446.94,10863.68,3548.58,38864.35,4,Rail,Retail,2024,Jul,Q3
ORD00331,2023-03-05,2023-03-19,India,Germany,Beauty,814,386.51,314619.14,11931.53,17892.01,99155.75,14,Rail,Retail,2023,Mar,Q1
ORD00332,2024-09-04,2024-09-12,India,China,Sports,214,370.72,79334.08,9163.58,5832.67,14591.05,8,Sea,B2B,2024,Sep,Q3
ORD00333,2022-01-09,2022-01-21,USA,UK,Fashion,720,440.95,317484.0,18442.11,8306.17,115801.74,12,Road,B2B,2022,Jan,Q1
ORD00334,2022-05-14,2022-05-29,India,Canada,Home,476,369.36,175815.36,14711.05,7080.1,36862.22,15,Sea,Retail,2022,May,Q2
ORD00335,2024-09-30,2024-10-07,India,Germany,Beauty,29,129.64,3759.56,358.83,104.79,964.17,7,Sea,B2B,2024,Sep,Q3
ORD00336,2024-01-21,2024-02-03,USA,India,Beauty,907,327.35,296906.45,29516.2,17038.89,78686.81,13,Air,Distributor,2024,Jan,Q1
ORD00337,2022-08-10,2022-08-22,India,China,Electronics,436,233.27,101705.72,4182.5,3576.41,31849.32,12,Sea,Distributor,2022,Aug,Q3
ORD00338,2022-01-20,2022-01-26,China,USA,Sports,286,318.94,91216.84,8489.13,4116.57,17533.57,6,Air,Retail,2022,Jan,Q1
ORD00339,2022-08-22,2022-09-05,India,Japan,Fashion,633,115.88,73352.04,3936.76,3769.47,31867.05,14,Rail,Retail,2022,Aug,Q3
ORD00340,2022-11-25,2022-11-27,USA,Japan,Fashion,714,467.9,334080.6,19962.76,6736.49,106435.23,2,Air,Distributor,2022,Nov,Q4
ORD00341,2024-10-08,2024-10-12,India,Singapore,Electronics,750,367.32,275490.0,30697.89,16160.3,80686.69,4,Road,Retail,2024,Oct,Q4
ORD00342,2024-08-08,2024-08-10,India,Germany,Electronics,882,159.47,140652.54,14366.76,5452.03,33409.47,2,Air,B2B,2024,Aug,Q3
ORD00343,2022-01-20,2022-02-04,India,Germany,Home,376,449.37,168963.12,19592.63,6099.33,38527.48,15,Road,Retail,2022,Jan,Q1
ORD00344,2023-01-10,2023-01-13,China,Australia,Beauty,288,421.14,121288.32,11169.59,5906.1,40351.67,3,Sea,B2B,2023,Jan,Q1
ORD00345,2022-09-29,2022-10-12,USA,India,Fashion,116,219.69,25484.04,2119.44,1736.38,6248.14,13,Sea,Distributor,2022,Sep,Q3
ORD00346,2024-02-17,2024-03-02,China,India,Fashion,504,461.79,232742.16,9347.94,10398.23,116689.22,14,Road,Distributor,2024,Feb,Q1
ORD00347,2023-10-06,2023-10-08,USA,Singapore,Sports,751,291.21,218698.71,25808.77,13163.62,70051.06,2,Air,Retail,2023,Oct,Q4
ORD00348,2023-05-25,2023-06-03,China,Australia,Fashion,869,416.69,362103.61,39934.8,20558.37,155504.0,9,Sea,Distributor,2023,May,Q2
ORD00349,2024-08-19,2024-09-03,China,Germany,Electronics,779,255.99,199416.21,10305.88,15596.08,90735.54,15,Sea,Distributor,2024,Aug,Q3
ORD00350,2024-02-15,2024-02-23,India,USA,Beauty,464,404.61,187739.04,13203.48,13403.7,60856.6,8,Air,Retail,2024,Feb,Q1
ORD00351,2022-02-06,2022-02-09,China,Australia,Electronics,580,283.57,164470.6,17159.51,11102.92,22895.92,3,Road,Distributor,2022,Feb,Q1
ORD00352,2023-02-28,2023-03-12,USA,Japan,Home,382,416.15,158969.3,16452.21,11232.62,51864.71,12,Rail,Distributor,2023,Feb,Q1
ORD00353,2024-01-15,2024-01-28,China,USA,Electronics,787,336.28,264652.36,7991.9,10932.35,89557.19,13,Road,Distributor,2024,Jan,Q1
ORD00354,2024-12-05,2024-12-12,USA,China,Electronics,928,98.79,91677.12,3909.15,5776.7,25475.28,7,Air,Retail,2024,Dec,Q4
ORD00355,2023-02-06,2023-02-11,India,Australia,Fashion,478,415.79,198747.62,9371.37,8004.76,56727.95,5,Air,Distributor,2023,Feb,Q1
ORD00356,2022-09-10,2022-09-24,China,Japan,Sports,989,262.01,259127.89,30252.39,5250.0,62742.28,14,Rail,Distributor,2022,Sep,Q3
ORD00357,2024-09-16,2024-09-26,India,Germany,Fashion,116,205.95,23890.2,2007.95,1743.07,6970.11,10,Rail,Retail,2024,Sep,Q3
ORD00358,2023-05-24,2023-05-30,China,UAE,Home,473,406.3,192179.9,8155.38,10791.18,45254.78,6,Road,Distributor,2023,May,Q2
ORD00359,2023-10-05,2023-10-18,USA,Singapore,Fashion,215,120.66,25941.9,2446.18,1587.56,4362.16,13,Sea,Distributor,2023,Oct,Q4
